Scientific Name,State Name
Ophiogomphus incurvatus,Maryland
Ophiogomphus incurvatus,North Carolina
Ophiogomphus incurvatus,Alabama
Ophiogomphus incurvatus,Georgia
Ophiogomphus incurvatus,Kentucky
Ophiogomphus incurvatus,West Virginia
Ophiogomphus incurvatus,Virginia
Ophiogomphus incurvatus,Pennsylvania
Ophiogomphus incurvatus alleghaniensis,Virginia
Ophiogomphus incurvatus alleghaniensis,West Virginia
Ophiogomphus incurvatus alleghaniensis,Georgia
Ophiogomphus incurvatus alleghaniensis,Tennessee
Ophiogomphus incurvatus alleghaniensis,Alabama
Ophiogomphus sp.,Minnesota
Ophiogomphus sp.,Wisconsin
Ophiogomphus westfalli,Arkansas
Ophiogomphus westfalli,Kansas
Ophiogomphus westfalli,Missouri
Optioservus browni,Arkansas
Optioservus canus,California
Optioservus phaeus,Kansas
Opuntia arenaria,New Mexico
Opuntia arenaria,Texas
Opuntia aureispina,Texas
Opuntia basilaris brachyclada,California
Opuntia basilaris longiareolata,Arizona
Opuntia basilaris woodburyi,Utah
Opuntia bigelovii hoffmannii,California
Opuntia borinquensis,Virgin Islands
Opuntia borinquensis,Puerto Rico
Opuntia engelmannii flexospina,Texas
Opuntia heacockul,Colorado
Opuntia imbricata argentea,Texas
Opuntia lindheimeri linguiformis,Texas
Opuntia munzii,California
Opuntia parryi serpentina,California
Opuntia phaeacantha flavispina,Arizona
Opuntia phaeacantha mojavensis,California
Opuntia phaeacantha mojavensis,Arizona
Opuntia phaeacantha superbospina,Arizona
Opuntia pulchella,Nevada
Opuntia pulchella,Arizona
Opuntia pulchella,Utah
Opuntia pulchella,California
Opuntia treleasei,California
Opuntia viridiflora,New Mexico
Opuntia wigginsii,California
Opuntia wigginsii,Arizona
Opuntia X multigeniculata,Nevada
Oravelia pege,California
Orbexilum macrophyllum,North Carolina
Orbittacus obscurus,California
Orconectes blacki,Louisiana
Orconectes burri,Kentucky
Orconectes burri,Tennessee
Orconectes deanae,New Mexico
Orconectes hartfieldi,Mississippi
Orconectes incomptus,Tennessee
Orconectes indianensis,Indiana
Orconectes indianensis,Illinois
Orconectes jeffersoni,Kentucky
Orconectes jonesi,Alabama
Orconectes jonesi,Mississippi
Orconectes maletae,Louisiana
Orconectes maletae,Texas
Orconectes marchandi,Missouri
Orconectes marchandi,Arkansas
Orconectes packardi,Kentucky
Orconectes sheltae,Alabama
Orconectes shoupi,Tennessee
Orconectes virginiensis,North Carolina
Orconectes virginiensis,Virginia
Orconectes williamsi,Arkansas
Orconectes williamsi,Missouri
Orconectes wrighti,Tennessee
Orconectes wrighti,Mississippi
Orcuttia californica,California
Orcuttia inaequalis,California
Orcuttia pilosa,California
Orcuttia tenuis,Oregon
Orcuttia tenuis,California
Orcuttia viscida,California
Oregonichthys crameri,Oregon
Oregonichthys kalawatseti,Nevada
Oregonichthys kalawatseti,Oregon
Oregonichthys kalawatseti,California
Oreohelix eurekensis eurekensis,Utah
Oreohelix eurekensis uinta,Utah
Oreohelix florida,New Mexico
Oreohelix grahamensis,Arizona
Oreohelix haydeni corugata,Utah
Oreohelix haydeni haydeni,Utah
Oreohelix idahoensis idahoensis,Idaho
Oreohelix jugalis,Idaho
Oreohelix nevadensis,Nevada
Oreohelix parowanensis,Utah
Oreohelix peripherica wasatchensis,Utah
Oreohelix peripherica weberiana,Utah
Oreohelix pilsbryi,New Mexico
Oreohelix spthirtyone,Montana
Oreohelix spthree,Montana
Oreohelix strigosa berryi,Montana
Oreohelix strigosa berryi,Wyoming
Oreohelix strigosa cooperi,Wyoming
Oreohelix strigosa cooperi,South Dakota
Oreohelix strigosa goniogyra,Idaho
Oreohelix strigosa ssp.,South Dakota
Oreohelix strigosa ssp.,Wyoming
Oreohelix vortex,Idaho
Oreohelix waltoni,Idaho
Oreohelix yavapai,Utah
Oreohelix yavapai,Arizona
Oreonana purpurascens,California
Oreortyx pictus,Nevada
Oreortyx pictus,Oregon
Oreortyx pictus,Washington
Oreortyx pictus,California
Oreortyx pictus,Idaho
Oreostemma peirsonii,California
Oreoxis trotteri,Utah
Orobanche parishii brachyloba,California
Orobanche valida valida,California
Orthalicus reses (not incl. nesodryas),Florida
Orthocarpus pachystachyus,California
Orthotrichum keeverae,North Carolina
Oryctes nevadensis,California
Oryctes nevadensis,Nevada
Oryzomys couesi aquaticus,Texas
Oryzomys palustris natator,Florida
Osmerus mordax,Maine
Osmorhiza mexicana bipatriata,Texas
Osmoxylon mariannense,Northern Mariana Islands
Ostodes strigatus,American Samoa
Ostroumovia horii,Hawaii
Ostrya chisosensis,Texas
Ottoschulzia rhodoxylon,Puerto Rico
Otus nudipes newtoni,Puerto Rico
Otus nudipes newtoni,Virgin Islands
Ovis canadensis nelsoni,California
Ovis canadensis sierrae,California
Oxyloma haydeni kanabensis,Utah
Oxyloma haydeni kanabensis,Arizona
Oxypolis canbyi,Maryland
Oxypolis canbyi,North Carolina
Oxypolis canbyi,South Carolina
Oxypolis canbyi,Georgia
Oxypolis canbyi,Delaware
Oxytheca parishii ciengensis,California
Oxytheca parishii var. goodmaniana,California
Oxytheca watsonii,Nevada
Oxytheca watsonii,California
Oxytropis besseyi obnapiformis,Utah
Oxytropis besseyi obnapiformis,Colorado
Oxytropis besseyi obnapiformis,Wyoming
Oxytropis campestris johannensis,Maine
Oxytropis campestris var. chartacea,Wisconsin
Oxytropis campestris wanapum,Washington
Oxytropis glaberrima,Alaska
Oxytropis kobukensis,Alaska
Oxytropis kokrinensis,Alaska
Oxytropis oreophila var. jonesii,Utah
Oxytropis sordida barnebyana,Alaska
Oxyura jamaicensis jamaicensis,Virgin Islands
Oxyura jamaicensis jamaicensis,Puerto Rico
Pacifastacus fortis,California
Packera antennariifolia,West Virginia
Packera antennariifolia,Maryland
Packera antennariifolia,Pennsylvania
Packera antennariifolia,Virginia
Packera bernardina,California
Packera cardamine,Arizona
Packera cardamine,New Mexico
Packera franciscana,Arizona
Packera ganderi,California
Packera hartiana,New Mexico
Packera hartiana,Arizona
Packera hesperia,Nevada
Packera hesperia,Oregon
Packera hesperia,California
Packera millefolia,North Carolina
Packera millefolia,South Carolina
Packera millefolia,Georgia
Packera porteri,Oregon
Packera porteri,California
Packera porteri,Nevada
Packera porteri,Colorado
Packera spellenbergii,New Mexico
Paduniella nearctica,Arkansas
Palaemonella burnsi,Hawaii
Palaemonetes antrorum,Texas
Palaemonetes cummingi,Florida
Palaemonias alabamae,Alabama
Palaemonias ganteri,Kentucky
Palafoxia arida gigantea,California
Palafoxia arida gigantea,Arizona
Paleoxenus dohrni,California
Panicum fauriei fauriei,Hawaii
Panicum fauriei var. carteri,Hawaii
Panicum niihauense,Hawaii
Panicum philadelphicum,South Carolina
Panicum philadelphicum,Georgia
Panicum stevensianum,Virgin Islands
Panicum stevensianum,Puerto Rico
Panoquina errans,California
Panthera onca,New Mexico
Panthera onca,Arizona
Papaipema aerata,New Hampshire
Papaipema aerata,New York
Papaipema aerata,New Jersey
Papaipema aerata,Michigan
Papaipema aerata,Illinois
Papaipema aerata,Delaware
Papaipema aerata,Pennsylvania
Papaipema aweme,New York
Papaipema aweme,Michigan
Papaipema eryngii,Kansas
Papaipema eryngii,Arkansas
Papaipema eryngii,Oklahoma
Papaipema eryngii,Kentucky
Papaipema eryngii,Illinois
Papaipema eryngii,North Carolina
Papaipema sp.,Pennsylvania
Papaipema sulphurata,Massachusetts
Papaver alboroseum,Alaska
Papaver pygmaeum,Montana
Papaver walpolei,Alaska
Paracoenia calida,California
Paracymus seclusus,Mississippi
Paraleptophlebia calcarica,Arkansas
Parapsyche extensa,California
Pararhinichthys bowersi,Maryland
Pararhinichthys bowersi,West Virginia
Pararhinichthys bowersi,Pennsylvania
Paravitrea aulacogyra,Arkansas
Paravitrea ceres,West Virginia
Paravitrea clappi,Tennessee
Paravitrea clappi,North Carolina
Paravitrea ternaria,North Carolina
Paravitrea varidens,Tennessee
Paravitrea varidens,North Carolina
Parnassia kotzebuei pumila,Washington
Parnassius clodius strohbeeni,California
Paronychia ahartii,California
Paronychia argyrocoma,Massachusetts
Paronychia argyrocoma,Maine
Paronychia argyrocoma,New Hampshire
Paronychia chartacea,Florida
Paronychia drummondii parviflora,Texas
Paronychia lindheimeri var. lindheimeri,Texas
Paronychia maccartii,Texas
Paronychia monticola,Texas
Paronychia virginica parksii,Texas
Paronychia virginica var. virginica,Maryland
Paronychia virginica var. virginica,Virginia
Paronychia virginica var. virginica,District of Columbia
Paronychia virginica var. virginica,West Virginia
Paronychia wilkinsonii,Texas
Parrya nudicaulis,Alaska
Parrya nudicaulis,Montana
Parrya rydbergii,Utah
Parthenium alpinum,Colorado
Parthenium alpinum,Wyoming
Parthenium integrifolium,South Carolina
Parthenium integrifolium,North Carolina
Parthenium ligulatum,Colorado
Parthenium ligulatum,Utah
Parthenium tetraneuris,Colorado
Partula gibba,Northern Mariana Islands
Partula gibba,Guam
Partula langfordi,Northern Mariana Islands
Partula radiolata,Guam
Partula salifana,Guam
Partulina anceyana,Hawaii
Partulina carnicolor,Hawaii
Partulina confusa,Hawaii
Partulina crassa,Hawaii
Partulina crocea,Hawaii
Partulina dolei,Hawaii
Partulina dubia,Hawaii
Partulina dwightii,Hawaii
Partulina fusoidea,Hawaii
Partulina germana,Hawaii
Partulina gouldii,Hawaii
Partulina grisea,Hawaii
Partulina horneri,Hawaii
Partulina induta,Hawaii
Partulina kaaeana,Hawaii
Partulina lemmoni,Hawaii
Partulina marmorata,Hawaii
Partulina mighelsiana,Hawaii
Partulina mucida,Hawaii
Partulina mutabilis,Hawaii
Partulina natti,Hawaii
Partulina nivea,Hawaii
Partulina perdix,Hawaii
Partulina physa,Hawaii
Partulina plumbea,Hawaii
Partulina porcellana,Hawaii
Partulina proxima,Hawaii
Partulina radiata,Hawaii
Partulina redfieldii,Hawaii
Partulina rufa,Hawaii
Partulina semicarinata,Hawaii
Partulina splendida,Hawaii
Partulina subpolita,Hawaii
Partulina tapaniana,Hawaii
Partulina terebra,Hawaii
Partulina tessellata,Hawaii
Partulina theodorei,Hawaii
Partulina ustulata,Hawaii
Partulina variabilis,Hawaii
Partulina virgulata,Hawaii
Partulina winniei,Hawaii
Parula pitiayumi nigrilora,Texas
Parvisedum leiocarpum,California
Passerculus sandwichensis beldingi,California
Passerculus sandwichensis rostratus,Arizona
Passerculus sandwichensis rostratus,California
Passiflora berteroana,Puerto Rico
Passiflora berteroana,Virgin Islands
Passiflora bilobata,Puerto Rico
Passiflora bilobata,Virgin Islands
Passiflora murucuja,Virgin Islands
Passiflora murucuja,Puerto Rico
Patera clenchi,Arkansas
Pauroctonus maritimus,California
Paurotriozana adaptata,Hawaii
Paxistima canbyi,North Carolina
Paxistima canbyi,Virginia
Paysonia stonensis,Tennessee
Pecosorbis kansasensis,New Mexico
Pecosorbis kansasensis,Texas
Pectis imberbis,Arizona
Pectis rusbyi,Arizona
Pedicularis dudleyi,California
Pedicularis furbishiae,Maine
Pedicularis howellii,Nevada
Pedicularis howellii,Oregon
Pedicularis howellii,California
Pedicularis rainierensis,Washington
Pedicularis semibarbata charlestonensis,Nevada
Pediocactus bradyi,Arizona
Pediocactus despainii,Utah
"Pediocactus (=Echinocactus,=Utahia) sileri",Utah
"Pediocactus (=Echinocactus,=Utahia) sileri",Arizona
Pediocactus knowltonii,New Mexico
Pediocactus knowltonii,Colorado
Pediocactus paradinei,Arizona
Pediocactus peeblesianus ssp. fickeiseniae,Utah
Pediocactus peeblesianus ssp. fickeiseniae,Arizona
Pediocactus peeblesianus ssp. peeblesianus,Arizona
Pediocactus winkleri,Utah
Pediomelum aromaticum tuhyi,Utah
Pediomelum castoreum,Arizona
Pediomelum castoreum,Nevada
Pediomelum castoreum,Utah
Pediomelum castoreum,California
Pediomelum epipsilum,Arizona
Pediomelum epipsilum,Utah
Pediomelum humile,Texas
Pediomelum pariensis,Utah
Pediomelum pentaphyllum,New Mexico
Pediomelum pentaphyllum,Arizona
Pediomelum subacaule,Georgia
Pediomelum subacaule,Alabama
Pediomelum subacaule,Tennessee
Pegias fabula,North Carolina
Pegias fabula,Kentucky
Pegias fabula,Tennessee
Pegias fabula,Alabama
Pegias fabula,Virginia
Pekania pennanti,California
Pekania pennanti,Idaho
Pekania pennanti,Wyoming
Pekania pennanti,Montana
Pekania pennanti,Nevada
Pekania pennanti,Oregon
Pelea anisata haupuana,Hawaii
Pelea clusiaefolia pickeringii,Hawaii
Pelea elliptica mauiensis,Hawaii
Pelea grandifolia lianoides,Hawaii
Pelea grandifolia montana,Hawaii
Pelea grandifolia ovalifolia,Hawaii
Pelea parvifolia apoda,Hawaii
Pelea parvifolia sessilis,Hawaii
Pelea peduncularis cordata,Hawaii
Pelea peduncularis niuensis,Hawaii
Pelea peduncularis nummularia,Hawaii
Pelea volcanica kohalae,Hawaii
Pelecanus occidentalis,California
Pelecanus occidentalis,Washington
Pelecanus occidentalis,Arizona
Pelecanus occidentalis,Texas
Pelecanus occidentalis,Louisiana
Pelocoris shoshone amargosa,California
Pelocoris shoshone amargosa,Nevada
Peltophryne lemur,Puerto Rico
Peniocereus greggii greggii,Texas
Peniocereus greggii greggii,New Mexico
Peniocereus greggii transmontanus,Texas
Peniocereus greggii transmontanus,New Mexico
Peniocereus greggii transmontanus,California
Peniocereus greggii transmontanus,Arizona
Penstemon abietinus,Nevada
Penstemon abietinus,Utah
Penstemon absarokensis,Wyoming
Penstemon acaulis,Utah
Penstemon acaulis,Wyoming
Penstemon alamosensis,New Mexico
Penstemon alamosensis,Texas
Penstemon albomarginatus,Arizona
Penstemon albomarginatus,Nevada
Penstemon albomarginatus,California
Penstemon ammophilum,Utah
Penstemon angustifolius dulcis,Utah
Penstemon angustifolius vernalensis,Utah
Penstemon arenarius,Nevada
Penstemon arkansanus,Arkansas
Penstemon atwoodii,Utah
Penstemon baccharifolius,Texas
Penstemon barrettiae,Oregon
Penstemon barrettiae,California
Penstemon barrettiae,Nevada
Penstemon barrettiae,Washington
Penstemon bicolor bicolor,Nevada
Penstemon bicolor roseus,Nevada
Penstemon bicolor roseus,Arizona
Penstemon bracteatus,Utah
Penstemon caespitosus suffruticosus,Utah
Penstemon calcareus,Nevada
Penstemon calcareus,California
Penstemon californicus,California
Penstemon caryi,Montana
Penstemon caryi,Wyoming
Penstemon cinicola,Nevada
Penstemon cinicola,California
Penstemon cinicola,Oregon
Penstemon clutei,Arizona
Penstemon cobaea purpureus,Missouri
Penstemon cobaea purpureus,Oklahoma
Penstemon cobaea purpureus,Arkansas
Penstemon compactus,Utah
Penstemon compactus,Idaho
Penstemon concinnus,Nevada
Penstemon concinnus,Utah
Penstemon crandallii atractus,Utah
Penstemon deamii,Indiana
Penstemon debilis,Utah
Penstemon debilis,Colorado
Penstemon degeneri,Colorado
Penstemon discolor,Arizona
Penstemon dissectus,Georgia
Penstemon distans,Arizona
Penstemon elegantulus,Idaho
Penstemon elegantulus,Nevada
Penstemon elegantulus,California
Penstemon elegantulus,Oregon
Penstemon filiformis,California
Penstemon floribundus,Nevada
Penstemon flowersii,Utah
Penstemon francisci-pennellii,Nevada
Penstemon fruticiformis amargosae,California
Penstemon fruticiformis amargosae,Nevada
Penstemon gibbensii,Colorado
Penstemon gibbensii,Utah
Penstemon glaucinus,Oregon
Penstemon glaucinus,Nevada
Penstemon glaucinus,California
Penstemon goodrichii,Utah
Penstemon grahamii,Utah
Penstemon grahamii,Colorado
Penstemon harringtonii,Colorado
Penstemon haydenii,Nebraska
Penstemon haydenii,Wyoming
Penstemon humilis brevifolius,Utah
Penstemon humilis obtusifolius,Utah
Penstemon humilis var. humilis,Utah
Penstemon humilis var. humilis,Nevada
Penstemon idahoensis,Utah
Penstemon idahoensis,Idaho
Penstemon kingii,Nevada
Penstemon leiophyllus,Nevada
Penstemon leiophyllus,Utah
Penstemon leiophyllus var. keckii,Nevada
Penstemon lemhiensis,Montana
Penstemon lemhiensis,Idaho
Penstemon leptanthus,Utah
Penstemon mensarum,Colorado
Penstemon moriahensis,Nevada
Penstemon nanus,Utah
Penstemon navajoa,Utah
Penstemon pahutensis,Nevada
Penstemon papillatus,California
Penstemon parviflorus,Colorado
Penstemon parvus,Utah
Penstemon patricus,Nevada
Penstemon patricus,Utah
Penstemon paysoniorum,Wyoming
Penstemon peckii,California
Penstemon peckii,Oregon
Penstemon peckii,Nevada
Penstemon penlandii,Colorado
Penstemon personatus,California
Penstemon pinorum,Utah
Penstemon procerus modestus,Nevada
Penstemon pudicus,Nevada
Penstemon retrorsus,Colorado
Penstemon rubicundus,Nevada
Penstemon scariosus albifluvis,Colorado
Penstemon scariosus albifluvis,Utah
Penstemon scariosus garrettii,Utah
Penstemon spatulatus,Nevada
Penstemon spatulatus,California
Penstemon spatulatus,Oregon
Penstemon stephensii,California
Penstemon thompsoniae jaegeri,Nevada
Penstemon thurberi anestius,Nevada
Penstemon tidestromii,Utah
Penstemon tracyi,California
Penstemon uintahensis,Utah
Penstemon virgatus pseudoputus,Arizona
Penstemon wardii,Utah
Penstemon washingtonensis,Washington
Penstemon yampaensis,Colorado
Penstemon yampaensis,Utah
Pentachaeta bellidiflora,California
Pentachaeta exilis aeolica,California
Pentachaeta lyonii,California
Pentagenia robusta,Ohio
Pentarthrum blackburni,Hawaii
Pentarthrum obscura,Hawaii
Peperomia cookiana minutilimba,Hawaii
Peperomia degeneri,Hawaii
Peperomia eekana,Hawaii
Peperomia expallescens brevipilosa,Hawaii
Peperomia fauriei,Hawaii
Peperomia helleri knudsenii,Hawaii
Peperomia lilifolia obtusata,Hawaii
Peperomia macraeana,Hawaii
Peperomia megalopoda,Puerto Rico
Peperomia megalopoda,Virgin Islands
Peperomia membranacea,Hawaii
Peperomia myrtifolia,Virgin Islands
Peperomia myrtifolia,Puerto Rico
Peperomia oahuensis st-johnii,Hawaii
Peperomia obovatilimba,Hawaii
Peperomia remyi,Hawaii
Peperomia rigidilimba,Hawaii
Peperomia rockii,Hawaii
Peperomia subpetiolata,Hawaii
Peperomia wheeleri,Puerto Rico
Percina antesella,Georgia
Percina antesella,Tennessee
Percina aurolineata,Alabama
Percina aurolineata,Georgia
Percina aurolineata,Tennessee
Percina aurora,Mississippi
Percina bimaculata,Maryland
Percina bimaculata,District of Columbia
Percina bimaculata,Virginia
Percina bimaculata,Pennsylvania
Percina brevicauda,Alabama
Percina burtoni,North Carolina
